email_id,intent,subject,body,sender_name,sender_email,sender_company,gt_amount,gt_currency,gt_doc_number,gt_date,mentions_amount,mentions_currency,mentions_doc_number,mentions_date
EMAIL-0264,price_validity_confirmation,Our prices remain valid,"Dear Alex,

In response to your email, we confirm that quotation OFF-2026-7765 for 9.681,96 EUR is still valid. The prices will be honored until 18 Mar 2026.

We look forward to your confirmation.

Kind regards,
Omar Youssef
JetStream Packaging Co.",Omar Youssef,o.youssef@jetstreampackagingco.com,JetStream Packaging Co.,9681.96,EUR,OFF-2026-7765,2026-03-18,True,True,True,True
EMAIL-0174,invoice_submission,Billing: – EuroSteel Supply GmbH,"Dear Procurement Team,

Please find the attached invoice for the goods delivered last week.

Let us know if everything is in order.

Regards,
Priya Sharma
EuroSteel Supply GmbH",Priya Sharma,p.sharma@eurosteelsupplygmbh.com,EuroSteel Supply GmbH,,,,,False,False,False,False
EMAIL-0389,price_increase,Updated price list – Delta Precision Parts,"Dear Procurement Team,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Sarah Johnson
Delta Precision Parts",Sarah Johnson,s.johnson@deltaprecisionparts.com,Delta Precision Parts,,,,,False,False,False,False
EMAIL-0300,price_validity_confirmation,RE: Your inquiry about pricing,"Dear Purchasing Department,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Ivan Petrov
CedarTech Manufacturing",Ivan Petrov,i.petrov@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0050,quote_offer,Our offer for optical sensors and calibration kits,"Hi Customer,

As requested, I'm sending over our offer for your review. Everything is detailed in the attachment.

Let me know if you have any questions or if anything needs to be adjusted.

Cheers,
Rachel Kim
WestBridge Plastics",Rachel Kim,r.kim@westbridgeplastics.com,WestBridge Plastics,,,,,False,False,False,False
EMAIL-0212,invoice_submission,Invoice INV-2025-40270 – please process,"Dear Customer,

Please find enclosed our invoice INV-2025-40270 for 107112.76 RON covering conveyor belt rollers and bearings.

The due date for payment is September 29, 2025. We kindly ask that you process this within the agreed timeline.

Thank you for your business.

Best,
Lisa Wang
Lakewood Chemical Supply",Lisa Wang,l.wang@lakewoodchemicalsupp.com,Lakewood Chemical Supply,107112.76,RON,INV-2025-40270,2025-09-29,True,True,True,True
EMAIL-0269,price_validity_confirmation,Confirmation of current pricing,"Hi Team,

As requested, we confirm that our offer remains unchanged. All previously communicated terms are still in effect.

Best regards,
Michael Brown
TitanForge Engineering",Michael Brown,m.brown@titanforgeengineerin.com,TitanForge Engineering,,,,,False,False,False,False
EMAIL-0013,quote_offer,Quotation for your review,"Dear Procurement Team,

Please find attached our quotation for welding consumables and electrodes as discussed.

All pricing details and terms are included in the attached document. Feel free to reach out if you need any clarification.

Best regards,
James Wilson
Harmon Tools & Equipment",James Wilson,j.wilson@harmontools&equipmen.com,Harmon Tools & Equipment,,,,,False,False,False,False
EMAIL-0332,price_increase,Important update: pricing changes,"Dear Customer,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Fatima Al-Rashid
IronBridge Materials",Fatima Al-Rashid,f.alrashid@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0095,quote_offer,Price quotation attached – Vanguard Electrical,"Dear Team,

Thank you for your inquiry. Please find attached our quotation QUO-2024-60432 for injection molding components.

The total quoted amount is 73579.78 RON, valid until 2026-01-15.

Should you have any questions or require adjustments, please do not hesitate to contact us.

Best regards,
Michael Brown
Vanguard Electrical",Michael Brown,m.brown@vanguardelectrical.com,Vanguard Electrical,73579.78,RON,QUO-2024-60432,2026-01-15,True,True,True,True
EMAIL-0070,quote_offer,Offer for the electronic modules (batch Q2-2025) – QUO-2024-7258,"Dear Customer,

Attached is our quotation (QUO-2024-7258) for the items you requested. The total price is 17.122,00 GBP.

Please note that this offer expires on 16 Oct 2025. We would appreciate your confirmation at your earliest convenience.

Thank you,
Ivan Petrov
TitanForge Engineering",Ivan Petrov,i.petrov@titanforgeengineerin.com,TitanForge Engineering,17122.0,GBP,QUO-2024-7258,2025-10-16,True,True,True,True
EMAIL-0451,other,JetStream Packaging Co. – general update,"Dear Procurement Team,

This is a reminder that there are outstanding items on your account. Please review and let us know if there's anything we can help with.

Thank you,
Sophie Laurent
JetStream Packaging Co.",Sophie Laurent,s.laurent@jetstreampackagingco.com,JetStream Packaging Co.,,,,,False,False,False,False
EMAIL-0014,quote_offer,Commercial offer – Keystone Fasteners Inc.,"Dear Procurement Team,

Please find attached our quotation for hydraulic pump assemblies as discussed.

All pricing details and terms are included in the attached document. Feel free to reach out if you need any clarification.

Best regards,
David Chen
Keystone Fasteners Inc.",David Chen,d.chen@keystonefastenersinc.com,Keystone Fasteners Inc.,,,,,False,False,False,False
EMAIL-0391,price_increase,Price revision notice,"Hi Procurement Team,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Thomas Mueller
OmniParts Distribution",Thomas Mueller,t.mueller@omnipartsdistributio.com,OmniParts Distribution,,,,,False,False,False,False
EMAIL-0470,other,Xenon Power Solutions – general update,"Dear Purchasing Department,

We wanted to confirm that your delivery has been dispatched and should arrive within 3-5 business days.

Tracking information will be sent separately.

Regards,
Robert Taylor
Xenon Power Solutions",Robert Taylor,r.taylor@xenonpowersolutions.com,Xenon Power Solutions,,,,,False,False,False,False
EMAIL-0145,invoice_submission,Invoice F-2024-21644 – please process,"Dear Customer,

Attached is invoice F-2024-21644, issued for the recent delivery of packaging materials and shipping supplies. The total payable is 117.286,13 GBP, with a payment deadline of November 26, 2025.

Please confirm receipt of this invoice.

Regards,
Fatima Al-Rashid
CedarTech Manufacturing",Fatima Al-Rashid,f.alrashid@cedartechmanufacturi.com,CedarTech Manufacturing,117286.13,GBP,F-2024-21644,2025-11-26,True,True,True,True
EMAIL-0428,other,Delivery confirmation,"Dear Customer,

We wanted to confirm that your delivery has been dispatched and should arrive within 3-5 business days.

Tracking information will be sent separately.

Regards,
Priya Sharma
Keystone Fasteners Inc.",Priya Sharma,p.sharma@keystonefastenersinc.com,Keystone Fasteners Inc.,,,,,False,False,False,False
EMAIL-0483,other,Account update – YieldMax Agriculture Supply,"Dear Alex,

We wanted to confirm that your delivery has been dispatched and should arrive within 3-5 business days.

Tracking information will be sent separately.

Regards,
Carlos Mendez
YieldMax Agriculture Supply",Carlos Mendez,c.mendez@yieldmaxagricultures.com,YieldMax Agriculture Supply,,,,,False,False,False,False
EMAIL-0260,price_validity_confirmation,RE: Quotation – validity update,"Hi Alex,

As requested, we confirm that our offer remains unchanged. All previously communicated terms are still in effect.

Best regards,
James Wilson
SilverOak Metals",James Wilson,j.wilson@silveroakmetals.com,SilverOak Metals,,,,,False,False,False,False
EMAIL-0203,invoice_submission,Billing: FV-2025-28102 – FairPoint Logistics,"Hello Customer,

This email contains invoice FV-2025-28102 for your records.

Amount due: 147,475.00 EUR
Payment terms: Net 30 (due 2025-01-24)

Should you require a revised copy or have billing questions, please don't hesitate to reach out.

Kind regards,
Michael Brown
FairPoint Logistics",Michael Brown,m.brown@fairpointlogistics.com,FairPoint Logistics,147475.0,EUR,FV-2025-28102,2025-01-24,True,True,True,True
EMAIL-0412,other,Account update – FairPoint Logistics,"Hello Customer,

We are writing to inform you that our offices will be closed for the holiday period from December 23 to January 2. Orders placed after December 20 will be processed in January.

Happy holidays!

Best,
Michael Brown
FairPoint Logistics",Michael Brown,m.brown@fairpointlogistics.com,FairPoint Logistics,,,,,False,False,False,False
EMAIL-0385,price_increase,Important: upcoming price changes,"Dear Procurement Team,

We would like to notify you of upcoming changes to our price list. The updated pricing details are attached.

We apologize for any inconvenience and remain available to discuss.

Regards,
Anna Kowalski
NorthStar Industrial",Anna Kowalski,a.kowalski@northstarindustrial.com,NorthStar Industrial,,,,,False,False,False,False
EMAIL-0327,price_increase,Notice of price increase – effective 15 Feb 2025,"Hello Purchasing Department,

Due to rising operational and supply chain costs, we must unfortunately increase the price of injection molding components to 256.00 CHF, starting from 15 Feb 2025.

Please reach out if you would like to discuss volume-based discounts or alternative options.

Kind regards,
Omar Youssef
MeridianTech Systems",Omar Youssef,o.youssef@meridiantechsystems.com,MeridianTech Systems,256.0,CHF,,2025-02-15,True,True,False,True
EMAIL-0317,price_validity_confirmation,RE: Price validity,"Dear Procurement Team,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Elena Popescu
RedLine Automotive Parts",Elena Popescu,e.popescu@redlineautomotivepar.com,RedLine Automotive Parts,,,,,False,False,False,False
EMAIL-0249,price_validity_confirmation,RE: Quotation – validity update,"Hi Alex,

As requested, we confirm that our offer remains unchanged. All previously communicated terms are still in effect.

Best regards,
Anna Kowalski
PrimeEdge Components",Anna Kowalski,a.kowalski@primeedgecomponents.com,PrimeEdge Components,,,,,False,False,False,False
EMAIL-0375,price_increase,Price revision notice,"Dear Purchasing Department,

We regret to inform you that due to increases in raw material costs, we will need to adjust our pricing effective 2025-08-31.

The new price for raw materials as per PO-2025-0443 will be 3380.32 USD. We understand this may be inconvenient and are happy to discuss any concerns you may have.

Sincerely,
James Wilson
Apex Industrial Solutions",James Wilson,j.wilson@apexindustrialsoluti.com,Apex Industrial Solutions,3380.32,USD,,2025-08-31,True,True,False,True
EMAIL-0215,invoice_submission,New invoice from MeridianTech Systems,"Hi Procurement Team,

Attached is the invoice for your recent order. All details are in the document.

Thank you,
John Smith
MeridianTech Systems",John Smith,john.smith@meridiantechsystems.com,MeridianTech Systems,,,,,False,False,False,False
EMAIL-0177,invoice_submission,RE: Payment – Invoice BILL-2026-99024,"Dear Team,

Attached is invoice BILL-2026-99024, issued for the recent delivery of safety valves and pressure regulators. The total payable is 96.177,91 RON, with a payment deadline of 22 Aug 2025.

Please confirm receipt of this invoice.

Regards,
Fatima Al-Rashid
Delta Precision Parts",Fatima Al-Rashid,f.alrashid@deltaprecisionparts.com,Delta Precision Parts,96177.91,RON,BILL-2026-99024,2025-08-22,True,True,True,True
EMAIL-0367,price_increase,Important update: pricing changes,"Dear Customer,

We would like to notify you of upcoming changes to our price list. The updated pricing details are attached.

We apologize for any inconvenience and remain available to discuss.

Regards,
Omar Youssef
JetStream Packaging Co.",Omar Youssef,o.youssef@jetstreampackagingco.com,JetStream Packaging Co.,,,,,False,False,False,False
EMAIL-0318,price_validity_confirmation,Lakewood Chemical Supply – price confirmation,"Dear Purchasing Department,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Carlos Mendez
Lakewood Chemical Supply",Carlos Mendez,c.mendez@lakewoodchemicalsupp.com,Lakewood Chemical Supply,,,,,False,False,False,False
EMAIL-0008,quote_offer,PrimeEdge Components – Quotation,"Hi Team,

As requested, I'm sending over our offer for your review. Everything is detailed in the attachment.

Let me know if you have any questions or if anything needs to be adjusted.

Cheers,
David Chen
PrimeEdge Components",David Chen,d.chen@primeedgecomponents.com,PrimeEdge Components,,,,,False,False,False,False
EMAIL-0069,quote_offer,Quotation for your review,"Dear Alex,

Please find attached our quotation for hydraulic pump assemblies as discussed.

All pricing details and terms are included in the attached document. Feel free to reach out if you need any clarification.

Best regards,
John Smith
Harmon Tools & Equipment",John Smith,john.smith@harmontools&equipmen.com,Harmon Tools & Equipment,,,,,False,False,False,False
EMAIL-0442,other,Follow-up: recent delivery,"Hi Team,

Just a quick follow-up on our conversation from last week. Please let us know if you need any additional information from our side.

Thanks,
Carlos Mendez
Lakewood Chemical Supply",Carlos Mendez,c.mendez@lakewoodchemicalsupp.com,Lakewood Chemical Supply,,,,,False,False,False,False
EMAIL-0411,other,RE: Meeting follow-up,"Hi Customer,

Just a quick follow-up on our conversation from last week. Please let us know if you need any additional information from our side.

Thanks,
Fatima Al-Rashid
Xenon Power Solutions",Fatima Al-Rashid,f.alrashid@xenonpowersolutions.com,Xenon Power Solutions,,,,,False,False,False,False
EMAIL-0440,other,Account update – WestBridge Plastics,"Dear Alex,

This is a reminder that there are outstanding items on your account. Please review and let us know if there's anything we can help with.

Thank you,
Omar Youssef
WestBridge Plastics",Omar Youssef,o.youssef@westbridgeplastics.com,WestBridge Plastics,,,,,False,False,False,False
EMAIL-0394,price_increase,Notice of price increase – effective,"Dear Procurement Team,

We would like to notify you of upcoming changes to our price list. The updated pricing details are attached.

We apologize for any inconvenience and remain available to discuss.

Regards,
Carlos Mendez
CedarTech Manufacturing",Carlos Mendez,c.mendez@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0029,quote_offer,Commercial offer – UltraSpec Optics,"Hello Procurement Team,

We have prepared quotation QT-2024-75177 as requested. The quoted value is 104730.35 CHF, with a validity period ending on 13 Aug 2025.

Full details are enclosed. We hope this meets your requirements and look forward to working with you.

Best,
Anna Kowalski
UltraSpec Optics",Anna Kowalski,a.kowalski@ultraspecoptics.com,UltraSpec Optics,104730.35,CHF,QT-2024-75177,2025-08-13,True,True,True,True
EMAIL-0457,other,Thank you for your order,"Dear Alex,

We wanted to confirm that your delivery has been dispatched and should arrive within 3-5 business days.

Tracking information will be sent separately.

Regards,
Rachel Kim
IronBridge Materials",Rachel Kim,r.kim@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0119,quote_offer,Offer for PCB boards and microcontrollers – QUO-2025-84296,"Dear Team,

Further to our recent discussion, I am sending you our quotation ref. QUO-2025-84296 covering PCB boards and microcontrollers.

The total comes to 21,111.16 EUR. This offer remains valid through January 26, 2026. Delivery terms and conditions are outlined in the attached document.

Looking forward to your feedback.

Regards,
Priya Sharma
MeridianTech Systems",Priya Sharma,p.sharma@meridiantechsystems.com,MeridianTech Systems,21111.16,EUR,QUO-2025-84296,2026-01-26,True,True,True,True
EMAIL-0245,price_validity_confirmation,Our prices remain valid,"Dear Procurement Team,

In response to your email, we confirm that quotation Q-2026-28175 for 4 086.03 USD is still valid. The prices will be honored until 15 Aug 2025.

We look forward to your confirmation.

Kind regards,
John Smith
GlobalWire Electronics",John Smith,john.smith@globalwireelectronic.com,GlobalWire Electronics,4086.03,USD,Q-2026-28175,2025-08-15,True,True,True,True
EMAIL-0257,price_validity_confirmation,RE: Price validity,"Dear Team,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Thomas Mueller
OmniParts Distribution",Thomas Mueller,t.mueller@omnipartsdistributio.com,OmniParts Distribution,,,,,False,False,False,False
EMAIL-0392,price_increase,New pricing effective,"Dear Customer,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Priya Sharma
NorthStar Industrial",Priya Sharma,p.sharma@northstarindustrial.com,NorthStar Industrial,,,,,False,False,False,False
EMAIL-0460,other,RE: Your inquiry,"Dear Alex,

Thank you for your continued partnership. We are reaching out to schedule our annual review meeting. Would any time next week work for you?

Looking forward to your reply.

Kind regards,
Ahmed Hassan
IronBridge Materials",Ahmed Hassan,a.hassan@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0450,other,RE: Meeting follow-up,"Dear Purchasing Department,

Thank you for your recent order. We wanted to let you know that it has been received and is currently being processed.

We will notify you once the shipment is ready.

Best regards,
James Wilson
Xenon Power Solutions",James Wilson,j.wilson@xenonpowersolutions.com,Xenon Power Solutions,,,,,False,False,False,False
EMAIL-0348,price_increase,Price adjustment notice – IronBridge Materials,"Hi Purchasing Department,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Fatima Al-Rashid
IronBridge Materials",Fatima Al-Rashid,f.alrashid@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0227,invoice_submission,Invoice INV-2024-32760 – MeridianTech Systems,"Dear Purchasing Department,

Attached is invoice INV-2024-32760, issued for the recent delivery of cable harnesses and connectors. The total payable is 112 321.29 CHF, with a payment deadline of 29 Apr 2025.

Please confirm receipt of this invoice.

Regards,
Omar Youssef
MeridianTech Systems",Omar Youssef,o.youssef@meridiantechsystems.com,MeridianTech Systems,112321.29,CHF,INV-2024-32760,2025-04-29,True,True,True,True
EMAIL-0461,other,RE: Meeting follow-up,"Hi Alex,

Just a quick follow-up on our conversation from last week. Please let us know if you need any additional information from our side.

Thanks,
Lisa Wang
TitanForge Engineering",Lisa Wang,l.wang@titanforgeengineerin.com,TitanForge Engineering,,,,,False,False,False,False
EMAIL-0219,invoice_submission,RE: Payment – Invoice F-2025-25886,"Dear Alex,

Please find attached invoice F-2025-25886 in the amount of 144,256.51 CHF.

Payment is due by January 16, 2026. If you have any questions regarding this invoice, please contact our accounting department.

Thank you,
Anna Kowalski
TitanForge Engineering",Anna Kowalski,a.kowalski@titanforgeengineerin.com,TitanForge Engineering,144256.51,CHF,F-2025-25886,2026-01-16,True,True,True,True
EMAIL-0398,price_increase,Notice of price increase – effective,"Hi Customer,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Thomas Mueller
MeridianTech Systems",Thomas Mueller,t.mueller@meridiantechsystems.com,MeridianTech Systems,,,,,False,False,False,False
EMAIL-0052,quote_offer,Offer for the requested mechanical components – OFF-2024-71807,"Dear Team,

Thank you for your inquiry. Please find attached our quotation OFF-2024-71807 for the requested mechanical components.

The total quoted amount is 923,91 €, valid until December 25, 2024.

Should you have any questions or require adjustments, please do not hesitate to contact us.

Best regards,
Ahmed Hassan
YieldMax Agriculture Supply",Ahmed Hassan,a.hassan@yieldmaxagricultures.com,YieldMax Agriculture Supply,923.91,EUR,OFF-2024-71807,2024-12-25,True,True,True,True
EMAIL-0190,invoice_submission,Invoice – please process,"Dear Customer,

I'm sending you the invoice for optical sensors and calibration kits as agreed. Please review the attached and process accordingly.

Best regards,
Fatima Al-Rashid
ZenithCraft Industries",Fatima Al-Rashid,f.alrashid@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0159,invoice_submission,RE: Payment – Invoice,"Hi Alex,

Attached is the invoice for your recent order. All details are in the document.

Thank you,
Sophie Laurent
UltraSpec Optics",Sophie Laurent,s.laurent@ultraspecoptics.com,UltraSpec Optics,,,,,False,False,False,False
EMAIL-0435,other,Quick update from QuickFlow Hydraulics,"Hi Alex,

We have updated our bank account details for future payments. Please find the new information below and update your records.

If you have any questions, please contact our finance team.

Best regards,
Lisa Wang
QuickFlow Hydraulics",Lisa Wang,l.wang@quickflowhydraulics.com,QuickFlow Hydraulics,,,,,False,False,False,False
EMAIL-0225,invoice_submission,Invoice INV-2025-11286 – PrimeEdge Components,"Dear Procurement Team,

Please find enclosed our invoice INV-2025-11286 for 119,127.19 CHF covering stainless steel tubing (lot #4417).

The due date for payment is 06/23/2025. We kindly ask that you process this within the agreed timeline.

Thank you for your business.

Best,
Omar Youssef
PrimeEdge Components",Omar Youssef,o.youssef@primeedgecomponents.com,PrimeEdge Components,119127.19,CHF,INV-2025-11286,2025-06-23,True,True,True,True
EMAIL-0094,quote_offer,RE: Request for Quotation,"Dear Purchasing Department,

Please find attached our quotation for the electronic modules (batch Q2-2025) as discussed.

All pricing details and terms are included in the attached document. Feel free to reach out if you need any clarification.

Best regards,
Rachel Kim
YieldMax Agriculture Supply",Rachel Kim,r.kim@yieldmaxagricultures.com,YieldMax Agriculture Supply,,,,,False,False,False,False
EMAIL-0431,other,Delivery confirmation,"Hello Procurement Team,

We wanted to share some exciting news — MeridianTech Systems has recently expanded our product line. We'd love to discuss how our new offerings might benefit your operations.

Shall we set up a call?

Regards,
Anna Kowalski
MeridianTech Systems",Anna Kowalski,a.kowalski@meridiantechsystems.com,MeridianTech Systems,,,,,False,False,False,False
EMAIL-0425,other,Delivery confirmation,"Hello Team,

We wanted to share some exciting news — JetStream Packaging Co. has recently expanded our product line. We'd love to discuss how our new offerings might benefit your operations.

Shall we set up a call?

Regards,
Maria Garcia
JetStream Packaging Co.",Maria Garcia,m.garcia@jetstreampackagingco.com,JetStream Packaging Co.,,,,,False,False,False,False
EMAIL-0028,quote_offer,Offer for custom steel brackets per your specifications,"Hi Procurement Team,

As requested, I'm sending over our offer for your review. Everything is detailed in the attachment.

Let me know if you have any questions or if anything needs to be adjusted.

Cheers,
Sophie Laurent
EuroSteel Supply GmbH",Sophie Laurent,s.laurent@eurosteelsupplygmbh.com,EuroSteel Supply GmbH,,,,,False,False,False,False
EMAIL-0388,price_increase,Updated price list – BrightLine Components Ltd.,"Dear Team,

This notice is to inform you of an upcoming price revision for optical sensors and calibration kits.

Effective date: 2025-12-16
Revised amount: 6,230.20 RON

We value your partnership and have done our best to keep the adjustment as minimal as possible.

Regards,
Carlos Mendez
BrightLine Components Ltd.",Carlos Mendez,c.mendez@brightlinecomponents.com,BrightLine Components Ltd.,6230.2,RON,,2025-12-16,True,True,False,True
EMAIL-0040,quote_offer,Our offer for aluminium extrusion profiles,"Dear Customer,

Please find attached our quotation for aluminium extrusion profiles as discussed.

All pricing details and terms are included in the attached document. Feel free to reach out if you need any clarification.

Best regards,
Ahmed Hassan
Delta Precision Parts",Ahmed Hassan,a.hassan@deltaprecisionparts.com,Delta Precision Parts,,,,,False,False,False,False
EMAIL-0321,price_increase,Price adjustment notice – CedarTech Manufacturing,"Hi Team,

Please note that we will be revising our pricing structure in the near future. Details will follow shortly.

Thank you for your understanding.

Best,
Anna Kowalski
CedarTech Manufacturing",Anna Kowalski,a.kowalski@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0117,quote_offer,Quotation QUO-2025-83543 for your review,"Hello Alex,

We have prepared quotation QUO-2025-83543 as requested. The quoted value is 84,197.42 EUR, with a validity period ending on February 16, 2025.

Full details are enclosed. We hope this meets your requirements and look forward to working with you.

Best,
Elena Popescu
RedLine Automotive Parts",Elena Popescu,e.popescu@redlineautomotivepar.com,RedLine Automotive Parts,84197.42,EUR,QUO-2025-83543,2025-02-16,True,True,True,True
EMAIL-0182,invoice_submission,Invoice – please process,"Dear Procurement Team,

I'm sending you the invoice for stainless steel tubing (lot #4417) as agreed. Please review the attached and process accordingly.

Best regards,
Ivan Petrov
Keystone Fasteners Inc.",Ivan Petrov,i.petrov@keystonefastenersinc.com,Keystone Fasteners Inc.,,,,,False,False,False,False
EMAIL-0080,quote_offer,Commercial offer – UltraSpec Optics,"Hi Team,

As per your request, we are pleased to submit our commercial offer.

Quotation number: OFF-2026-80316
Total: 141270.00 CHF
Validity: 2026-01-19

The detailed breakdown is in the attached document. Please let us know if you'd like to proceed.

Kind regards,
Elena Popescu
UltraSpec Optics",Elena Popescu,e.popescu@ultraspecoptics.com,UltraSpec Optics,141270.0,CHF,OFF-2026-80316,2026-01-19,True,True,True,True
EMAIL-0081,quote_offer,JetStream Packaging Co. – Quotation QT-2025-10564,"Dear Purchasing Department,

Further to our recent discussion, I am sending you our quotation ref. QT-2025-10564 covering stainless steel tubing (lot #4417).

The total comes to 120 800.88 GBP. This offer remains valid through January 19, 2025. Delivery terms and conditions are outlined in the attached document.

Looking forward to your feedback.

Regards,
Sophie Laurent
JetStream Packaging Co.",Sophie Laurent,s.laurent@jetstreampackagingco.com,JetStream Packaging Co.,120800.88,GBP,QT-2025-10564,2025-01-19,True,True,True,True
EMAIL-0132,invoice_submission,Billing: – ZenithCraft Industries,"Hi Purchasing Department,

Attached is the invoice for your recent order. All details are in the document.

Thank you,
Robert Taylor
ZenithCraft Industries",Robert Taylor,r.taylor@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0356,price_increase,Notice of price increase – effective,"Dear Alex,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Carlos Mendez
Delta Precision Parts",Carlos Mendez,c.mendez@deltaprecisionparts.com,Delta Precision Parts,,,,,False,False,False,False
EMAIL-0152,invoice_submission,RE: Payment – Invoice INV-2025-42910,"Dear Purchasing Department,

Please find attached invoice INV-2025-42910 in the amount of 199454.39 CHF.

Payment is due by October 28, 2024. If you have any questions regarding this invoice, please contact our accounting department.

Thank you,
Priya Sharma
CedarTech Manufacturing",Priya Sharma,p.sharma@cedartechmanufacturi.com,CedarTech Manufacturing,199454.39,CHF,INV-2025-42910,2024-10-28,True,True,True,True
EMAIL-0465,other,Delivery confirmation,"Dear Team,

Thank you for your continued partnership. We are reaching out to schedule our annual review meeting. Would any time next week work for you?

Looking forward to your reply.

Kind regards,
Ahmed Hassan
IronBridge Materials",Ahmed Hassan,a.hassan@ironbridgematerials.com,IronBridge Materials,,,,,False,False,False,False
EMAIL-0305,price_validity_confirmation,Confirmation: prices still valid,"Dear Team,

Thank you for checking in. We are happy to confirm that the quoted prices have not been revised and remain applicable.

Kind regards,
Sarah Johnson
CedarTech Manufacturing",Sarah Johnson,s.johnson@cedartechmanufacturi.com,CedarTech Manufacturing,,,,,False,False,False,False
EMAIL-0489,other,RE: Order status update,"Hi Customer,

We have updated our bank account details for future payments. Please find the new information below and update your records.

If you have any questions, please contact our finance team.

Best regards,
Elena Popescu
ZenithCraft Industries",Elena Popescu,e.popescu@zenithcraftindustrie.com,ZenithCraft Industries,,,,,False,False,False,False
EMAIL-0125,invoice_submission,New invoice from BrightLine Components Ltd.,"Dear Customer,

Please find the attached invoice for the goods delivered last week.

Let us know if everything is in order.

Regards,
Sarah Johnson
BrightLine Components Ltd.",Sarah Johnson,s.johnson@brightlinecomponents.com,BrightLine Components Ltd.,,,,,False,False,False,False
EMAIL-0420,other,Delivery confirmation,"Hi Team,

Just a quick follow-up on our conversation from last week. Please let us know if you need any additional information from our side.

Thanks,
Sophie Laurent
Vanguard Electrical",Sophie Laurent,s.laurent@vanguardelectrical.com,Vanguard Electrical,,,,,False,False,False,False
EMAIL-0429,other,Quick update from SilverOak Metals,"Hi Alex,

We have updated our bank account details for future payments. Please find the new information below and update your records.

If you have any questions, please contact our finance team.

Best regards,
Maria Garcia
SilverOak Metals",Maria Garcia,m.garcia@silveroakmetals.com,SilverOak Metals,,,,,False,False,False,False
EMAIL-0354,price_increase,Updated price list – RedLine Automotive Parts,"Dear Team,

This is a courtesy notice regarding an upcoming adjustment to our standard pricing. The changes reflect increased costs across several product categories.

We will share the updated price list soon.

Sincerely,
Hannah Fischer
RedLine Automotive Parts",Hannah Fischer,h.fischer@redlineautomotivepar.com,RedLine Automotive Parts,,,,,False,False,False,False
EMAIL-0402,other,RE: Order status update,"Hi Purchasing Department,

We have updated our bank account details for future payments. Please find the new information below and update your records.

If you have any questions, please contact our finance team.

Best regards,
Sarah Johnson
NorthStar Industrial",Sarah Johnson,s.johnson@northstarindustrial.com,NorthStar Industrial,,,,,False,False,False,False
EMAIL-0236,invoice_submission,Invoice – TitanForge Engineering,"Dear Alex,

I'm sending you the invoice for conveyor belt rollers and bearings as agreed. Please review the attached and process accordingly.

Best regards,
Sophie Laurent
TitanForge Engineering",Sophie Laurent,s.laurent@titanforgeengineerin.com,TitanForge Engineering,,,,,False,False,False,False
EMAIL-0004,quote_offer,Commercial offer – UltraSpec Optics,"Dear Purchasing Department,

Following your request, we have prepared a quotation for the electronic modules (batch Q2-2025). Please see the attached file for the full breakdown.

We remain at your disposal for any further information.

Regards,
Rachel Kim
UltraSpec Optics",Rachel Kim,r.kim@ultraspecoptics.com,UltraSpec Optics,,,,,False,False,False,False
